X,filing_date,trade_date,ticker,company,insider,title,trade_type,price,qty,Owned,ΔOwn,value,1d,1w,1m,6m,entry_date,entry_price,ret_1w,ret_1m,ret_3m,ret_6m
,2024-06-14 13:50:28,2024-06-14,SOFI,"Sofi Technologies, Inc.",Noto Anthony,CEO,P - Purchase,6.48,30715.0,8121844,0%,199110.0,,,,,2024-06-17,6.460000038146973,-0.0015480230375826132,0.16563470051747897,0.25696591913461875,1.613002950632887
,2024-06-14 13:07:54,2024-06-12,SNDA,"Sonida Senior Living, Inc.",Ribar Brandon,"Pres, CEO",P - Purchase,23.85,4200.0,312255,+1%,100170.0,,,,,2024-06-17,27.31999969482422,-0.14494872359837097,0.1526354364156144,-0.04904832238492862,-0.11273791940376787
,2024-06-14 08:44:43,2024-06-12,NRDY,Nerdy Inc.,Cohn Charles K.,"CEO, 10%",P - Purchase,1.8,500000.0,22058261,+2%,900000.0,,,,,2024-06-17,1.9700000286102295,-0.16243657248971566,-0.15228429805517008,-0.4670051080877269,-0.0355330210332383
M,2024-06-13 18:55:56,2024-06-11,DTC,"Solo Brands, Inc.",Metz Christopher T,"Pres, CEO",P - Purchase,1.96,150000.0,250000,+150%,294618.0,,,,,2024-06-14,,,,,
,2024-06-13 17:27:48,2024-06-11,GXO,"Gxo Logistics, Inc.",Wilson Malcolm,CEO,P - Purchase,49.95,10000.0,100814,+11%,499500.0,,,,,2024-06-14,49.95000076293945,-0.012012057650728436,0.0984984603362753,0.02222223410204882,-0.028828877265496766
,2024-06-13 17:19:02,2024-06-13,CATX,"Perspective Therapeutics, Inc.",Spoor Johan M.,CEO,P - Purchase,1.17,100000.0,207572,+93%,117430.0,,,,,2024-06-14,12.899999618530273,-0.20155034920005943,-0.07286818668064399,0.0170542847701165,-0.7302325486835968
M,2024-06-13 16:15:24,2024-06-11,AEI,Alset Inc.,Chan Heng Fai Ambrose,"CEO, 10%",P - Purchase,1.08,99086.0,5558718,+2%,107113.0,,,,,2024-06-14,1.1100000143051147,0.2252252223226372,0.21621622202139212,0.018018000602490147,0.009009000301245074
,2024-06-13 14:23:16,2024-06-11,NRDY,Nerdy Inc.,Cohn Charles K.,"CEO, 10%",P - Purchase,1.68,569976.0,21558261,+3%,957560.0,,,,,2024-06-14,1.9900000095367432,-0.1708542873111596,-0.08040199289177175,-0.4773869563472357,-0.12562814010146572
,2024-06-13 13:42:53,2024-06-13,ICCH,"Icc Holdings, Inc.",Sutherland Arron K.,"Pres, CEO",P - Purchase,22.3,4975.0,78574,+7%,110942.0,,,,,2024-06-14,,,,,
M,2024-06-12 19:23:55,2024-06-10,KRON,"Kronos Bio, Inc.",Bischofberger Norbert W,"Pres, CEO",P - Purchase,1.04,3005122.0,11241620,+36%,3119081.0,,,,,2024-06-13,,,,,
D,2024-06-12 19:02:04,2024-06-10,NRDY,Nerdy Inc.,Cohn Charles K.,"CEO, 10%",P - Purchase,1.59,353000.0,20988285,+2%,561270.0,,,,,2024-06-13,1.8600000143051147,-0.10215056761246422,-0.021505355669564907,-0.4790322718130726,-0.13978494003420283
DM,2024-06-12 16:34:42,2024-06-10,PEB,Pebblebrook Hotel Trust,Bortz Jon E,"COB, CEO",P - Purchase,13.59,45000.0,1453284,+3%,611420.0,,,,,2024-06-13,14.154251605604852,-0.026666664696292308,-0.013304815998555597,-0.0891503571671658,0.02115789782173283
,2024-06-12 16:15:59,2024-06-11,BL,"Blackline, Inc.",Ryan Owen,CO-CEO,P - Purchase,46.11,7552.0,153500,+5%,348226.0,,,,,2024-06-13,46.630001068115234,-0.01694190215379454,0.043963096506602906,0.072485463778579,0.38966334049833207
,2024-06-11 20:20:51,2024-06-10,UHG,"United Homes Group, Inc.",Nieri Michael P.,"COB, CEO, 10%",P - Purchase,5.0,621328.0,621328,New,3106640.0,,,,,2024-06-12,6.230000019073486,-0.017656522179395284,0.027287331584828323,-0.1701444525737228,-0.2921348581202804
,2024-06-11 18:26:28,2024-06-07,CDTX,"Cidara Therapeutics, Inc.",Stein Jeffrey,"Pres, CEO",P - Purchase,13.21,8000.0,84564,+10%,105680.0,,,,,2024-06-12,,,,,
,2024-06-11 17:30:03,2024-06-11,TMCI,"Treace Medical Concepts, Inc.",Treace John T.,"CEO, 10%",P - Purchase,5.88,45000.0,11712224,0%,264600.0,,,,,2024-06-12,6.329999923706055,-0.07424957280512534,0.29857825688822537,-0.200631910937364,0.23696682750065312
,2024-06-11 16:50:50,2024-06-10,FOXF,Fox Factory Holding Corp,Dennison Michael C.,CEO,P - Purchase,44.3,11250.0,130266,+9%,498375.0,,,,,2024-06-12,47.2599983215332,0.055014862064303394,0.040414725248558714,-0.21878968514217334,-0.30617854252891186
,2024-06-11 14:38:24,2024-06-10,KMT,Kennametal Inc,Chowbey Sanjay,"Pres, CEO",P - Purchase,24.28,5000.0,49270,+11%,121403.0,,,,,2024-06-12,23.8488465587605,-0.06903368965607903,-0.034714149577028786,-0.00959335311471099,0.08031997102704858
M,2024-06-10 17:55:54,2024-06-07,MXCT,"Maxcyte, Inc.",Masoud Maher,"Pres, CEO",P - Purchase,4.89,100000.0,100000,New,489066.0,,,,,2024-06-11,5.0,-0.11800003051757812,-0.10200004577636723,-0.21799998283386235,-0.16199998855590825
,2024-06-10 17:42:47,2024-06-10,FCPT,"Four Corners Property Trust, Inc.",Lenehan William H,"Pres, CEO",P - Purchase,24.05,6230.0,620394,+1%,149832.0,,,,,2024-06-11,21.482936070077653,0.017090492453180284,0.09074519470067588,0.2522429606919534,0.25333731665760717
,2024-06-10 17:33:46,2024-06-10,PFBX,Peoples Financial Corp /ms/,Swetman Chevis,"CEO, Pres",P - Purchase,16.15,6700.0,397,-106%,108205.0,,,,,2024-06-11,15.600707679986954,-0.01538461538461533,0.030769171549353436,0.07692308074371423,0.19209298109108364
M,2024-06-10 16:37:14,2024-06-07,PKOH,Park Ohio Holdings Corp,Crawford Matthew V,"CEO, COB, Pres, 10%",P - Purchase,24.08,10363.0,2869005,0%,249494.0,,,,,2024-06-11,23.360376068785875,0.03528923153295738,0.02338939660212902,0.15503450483088876,0.28930854382251225
,2024-06-10 16:31:05,2024-06-07,AMPS,"Altus Power, Inc.",Felton Gregg J,"CO-FOUNDER, CEO, Pres, 10%",P - Purchase,3.99,34139.0,16139460,0%,136215.0,,,,,2024-06-11,,,,,
,2024-06-10 16:14:42,2024-06-10,SHEN,Shenandoah Telecommunications Co/va/,French Christopher E,"Pres, CEO",P - Purchase,16.32,15000.0,1901893,+1%,244800.0,,,,,2024-06-11,16.410976337987204,-0.03834640547617696,0.07249841766232645,-0.14080293874604866,-0.17817533372076755
,2024-06-10 15:27:32,2024-06-07,BOC,Boston Omaha Corp,Peterson Adam K,"CEO, 10%",P - Purchase,13.97,7500.0,6743318,0%,104775.0,,,,,2024-06-11,13.970000267028809,0.007158155038223146,-0.04151753132567482,0.012168938657443729,0.07229772769519993
M,2024-06-07 18:15:54,2024-06-05,BOC,Boston Omaha Corp,Peterson Adam K,"CEO, 10%",P - Purchase,14.17,42900.0,6735818,+1%,607849.0,,,,,2024-06-10,14.170000076293945,-0.019054372357793836,-0.06422017237208888,-0.0007057324508110696,0.04798872981753921
M,2024-06-07 09:19:34,2024-06-05,PKOH,Park Ohio Holdings Corp,Crawford Matthew V,"CEO, COB, Pres, 10%",P - Purchase,24.23,5520.0,2858642,0%,133749.0,,,,,2024-06-10,22.986536593473843,0.05087552424472164,-0.005004187923342118,0.17465678943083618,0.29094019041680386
,2024-06-06 16:15:03,2024-06-06,FOUR,"Shift4 Payments, Inc.",Isaacman Jared,"COB, CEO, 10%",P - Purchase,69.23,29669.0,651631,+5%,2053931.0,,,,,2024-06-07,72.0,-0.031666649712456585,-0.06347221798366975,0.05722226036919498,0.44041665395100904
D,2024-06-06 08:30:54,2024-06-05,ECOR,"Electrocore, Inc.",Goldberger Daniel S,CEO,P - Purchase,6.43,38505.0,249565,+18%,247587.0,,,,,2024-06-07,6.429999828338623,-0.04199066689497499,-0.021150806095832975,-0.05598750642117245,0.8491447372860788
M,2024-06-05 16:30:43,2024-06-03,AMPS,"Altus Power, Inc.",Felton Gregg J,"CO-FOUNDER, CEO, Pres, 10%",P - Purchase,4.0,33285.0,16105321,0%,133139.0,,,,,2024-06-06,,,,,
,2024-06-05 16:30:07,2024-06-04,MCHX,Marchex Inc,Miller Edwin A,CEO,P - Purchase,1.36,200000.0,218066,>999%,272000.0,,,,,2024-06-06,1.5199999809265137,0.059210549018389846,-0.07236843137199545,0.15131580392079358,0.21710529411598634
D,2024-06-05 14:12:24,2024-06-03,ALTI,"Alti Global, Inc.",Tiedemann Michael,CEO,P - Purchase,4.86,47373.0,623110,+8%,230460.0,,,,,2024-06-06,4.849999904632568,0.028865952420302543,-0.10515459011814454,-0.2659793788079995,-0.08453605267507125
,2024-06-03 16:58:54,2024-05-31,AMPS,"Altus Power, Inc.",Felton Gregg J,"CO-FOUNDER, CEO, Pres, 10%",P - Purchase,3.9,82576.0,16072036,+1%,322046.0,,,,,2024-06-04,,,,,
,2024-06-03 16:41:39,2023-06-06,BIOE,Bio Essence Corp,Yan Yin,"CEO, 10%",P - Purchase,0.5,5000000.0,19000000,+36%,2500000.0,,,,,2024-06-04,0.46000000834465027,0.3260869635638757,0.49999996760617194,5.282608809734786,
,2024-06-03 14:25:07,2024-05-31,LEG,Leggett & Platt Inc,Glassman Karl G,"Pres, CEO",P - Purchase,11.48,23800.0,1179143,+2%,273148.0,,,,,2024-06-04,11.54526151734294,-0.04394683983865166,-0.09302984579571028,-0.010578081179669407,0.04627258927618505
,2024-06-03 13:42:57,2024-05-31,LTH,"Life Time Group Holdings, Inc.",Akradi Bahram,"Founder, CEO, 10%",P - Purchase,16.76,39000.0,13819073,0%,653507.0,,,,,2024-06-04,17.110000610351562,0.02396258520084782,0.09818820837208975,0.37112789290488624,0.4097019274587741
,2024-05-31 17:47:54,2024-05-29,CMTG,"Claros Mortgage Trust, Inc.",Mack Richard,"CEO, COB",P - Purchase,6.9,40000.0,2591853,+2%,276000.0,,,,,2024-06-03,7.804773961657916,0.008578348936532088,0.012879355272922277,-0.0010303966322259273,-0.13514471614932677
M,2024-05-31 17:02:49,2024-05-29,AEI,Alset Inc.,Chan Heng Fai Ambrose,"CEO, 10%",P - Purchase,0.86,189275.0,5336796,+4%,163668.0,,,,,2024-06-03,0.9599999785423279,0.09374997477667968,0.427083370198186,0.2708333915409955,0.2291666395030909
DM,2024-05-31 16:38:19,2024-05-29,PEB,Pebblebrook Hotel Trust,Bortz Jon E,"COB, CEO",P - Purchase,13.64,20000.0,1408284,+1%,272860.0,,,,,2024-06-03,14.323109109502388,-0.052011072592489604,-0.09364270428065236,-0.08947867553397737,-0.033940004138423796
,2024-05-31 16:25:12,2024-05-29,IHT,Innsuites Hospitality Trust,Wirth James F,"Pres, CEO , COB, 10%",P - Purchase,388.5,300.0,6252496,0%,116550.0,,,,,2024-06-03,1.2802298479368044,0.21374053710348706,0.4045803642498531,0.5353922363106964,0.7273161145367864
M,2024-05-30 17:45:18,2024-05-28,LDI,"Loandepot, Inc.",Martell Frank,"CEO, Pres",P - Purchase,1.79,86639.0,853120,+11%,154741.0,,,,,2024-05-31,1.850000023841858,0.1243242685946353,-0.15675679855402358,0.41621613610478825,0.21621620054224122
M,2024-05-30 16:49:49,2024-05-28,SELF,"Global Self Storage, Inc.",Winmill Mark Campbell,"Pres, CEO",P - Purchase,4.96,22899.0,287494,+9%,113583.0,,,,,2024-05-31,4.4015525511508615,-0.02199986908553464,-0.017510514112192177,0.05150714357318331,0.04325524546327819
,2024-05-30 16:34:01,2024-05-29,FTRE,Fortrea Holdings Inc.,Pike Thomas,CEO,P - Purchase,24.81,10000.0,57827,+21%,248066.0,,,,,2024-05-31,25.389999389648438,0.04411188917515396,-0.06262308746790035,-0.09176841196207364,-0.17093344848040126
,2024-05-30 16:30:59,2024-05-30,FTAI,Ftai Aviation Ltd.,Adams Joseph P. Jr.,"CEO, COB",P - Purchase,82.0,59000.0,384998,+18%,4838000.0,,,,,2024-05-31,82.3794725254237,-0.022892610974753813,0.28723009274967337,0.5282848476934274,1.0223963296156935
M,2024-05-29 21:46:48,2024-05-24,AEI,Alset Inc.,Chan Heng Fai Ambrose,"CEO, 10%",P - Purchase,0.69,523703.0,5147521,+11%,361976.0,,,,,2024-05-30,0.8899999856948853,0.33707873746912775,0.8876404208436242,0.35955062651179825,0.35955062651179825
M,2024-05-29 20:49:16,2024-05-24,CMTG,"Claros Mortgage Trust, Inc.",Mack Richard,"CEO, COB",P - Purchase,7.2,160000.0,2551853,+7%,1151880.0,,,,,2024-05-30,7.183070269822809,0.09320909005449085,0.084057729868386,0.11016303100279967,-0.05332957422082907
M,2024-05-29 20:41:40,2024-05-23,VIVK,"Vivakor, Inc.",Ballengee James H.,"CEO, 10%",P - Purchase,1.29,87402.0,1381074,+7%,113143.0,,,,,2024-05-30,272.7272644042969,0.20929082873405447,0.7659574920437875,0.3900709957907409,0.08510643773721638
,2024-05-29 18:00:53,2024-05-28,BOW,Bowhead Specialty Holdings Inc.,Sills Stephen Jay,"CEO, Pres",P - Purchase,17.0,58824.0,180588,+48%,1000008.0,,,,,2024-05-30,27.209999084472656,-0.06578460376355433,-0.07754497515609982,0.15104743655419406,0.3289232291098001
M,2024-05-28 20:00:28,2024-05-24,OPAD,Offerpad Solutions Inc.,Bair Brian,CEO,P - Purchase,5.46,41632.0,1109699,+4%,227109.0,,,,,2024-05-29,5.670000076293945,-0.15343913119093566,-0.22045855082545807,-0.27336863666287325,-0.2716049278891033
,2024-05-28 18:58:49,2024-05-23,COOK,"Traeger, Inc.",Andrus Jeremy,CEO,P - Purchase,2.21,226684.0,16477481,+1%,500428.0,,,,,2024-05-29,118.0,0.13135593220338992,0.016949152542372836,0.5,0.35169491525423724
,2024-05-28 17:55:57,2024-05-24,OABI,"Omniab, Inc.",Foehr Matthew W,"Pres, CEO",P - Purchase,4.42,240000.0,3536665,+7%,1059840.0,,,,,2024-05-29,4.5,-0.013333320617675781,-0.16666666666666663,-0.051111115349663616,-0.16000000635782874
M,2024-05-28 17:19:41,2024-05-23,PSTL,"Postal Realty Trust, Inc.",Spodek Andrew,"CEO, Dir, 10%",P - Purchase,13.25,8707.0,907378,+1%,115363.0,,,,,2024-05-29,11.627045160604078,0.02043912020872729,0.009084066808203062,0.10888302656072879,0.09960952926215927
,2024-05-28 17:00:49,2024-05-24,BL,"Blackline, Inc.",Ryan Owen,CO-CEO,P - Purchase,49.88,3000.0,145948,+2%,149650.0,,,,,2024-05-29,48.599998474121094,-0.01584355282390426,-0.003086372754960376,0.013580244200286362,0.2977366599796958
,2024-05-28 09:00:04,2024-05-23,SUN,Sunoco LP,Kim Joseph,"Pres, CEO",P - Purchase,50.5,5000.0,456821,+1%,252516.0,,,,,2024-05-29,44.280875691782555,0.03805758281177285,0.12071366658545424,0.06904087513018631,0.11044959437341273
,2024-05-28 06:12:54,2024-05-24,SOFI,"Sofi Technologies, Inc.",Noto Anthony,CEO,P - Purchase,6.92,28860.0,8091129,0%,199752.0,,,,,2024-05-29,6.78000020980835,0.01917398725381969,-0.02507375678956658,0.10471969606766196,1.2846606625040238
,2024-05-24 16:26:43,2024-05-23,LUXH,Luxurban Hotels Inc.,Kothari Shanoop,"CEO, CFO",P - Purchase,0.25,800000.0,3444526,+30%,200000.0,,,,,2024-05-27,,,,,
M,2024-05-23 21:57:40,2024-05-21,COOK,"Traeger, Inc.",Andrus Jeremy,CEO,P - Purchase,2.18,228323.0,16250797,+1%,497447.0,,,,,2024-05-24,113.0,0.19469026548672574,-0.02212389380530977,0.7345132743362832,0.30530973451327426
,2024-05-23 20:04:15,2024-05-23,OPK,"Opko Health, Inc.",Frost Phillip Md Et Al,"CEO, COB, 10%",P - Purchase,1.27,100000.0,244428350,0%,126937.0,,,,,2024-05-24,1.309999942779541,0.08396948023655493,-0.022900742519207262,0.23664127903019327,0.20610695567125026
M,2024-05-23 19:32:03,2024-05-21,ALTI,"Alti Global, Inc.",Tiedemann Michael,CEO,P - Purchase,4.44,63368.0,595737,+12%,281207.0,,,,,2024-05-24,4.559999942779541,0.09429820915228282,0.09210528104479199,-0.032894758168790506,-0.054824562091466356
,2024-05-23 19:08:59,2024-05-23,FOUR,"Shift4 Payments, Inc.",Isaacman Jared,"COB, CEO, 10%",P - Purchase,64.04,39135.0,621962,+7%,2506108.0,,,,,2024-05-24,65.6500015258789,0.06854531447689483,0.09291695860382432,0.236100527642638,0.6722010088000097
M,2024-05-23 17:28:52,2024-05-20,EPSN,Epsilon Energy Ltd.,Stabell Jason,CEO,P - Purchase,5.36,26000.0,465883,+6%,139313.0,,,,,2024-05-24,4.75905839147805,0.011428739291581502,0.057989678281904045,0.06377086962858503,0.17868551144024614
,2024-05-23 14:08:31,2024-05-23,SOFI,"Sofi Technologies, Inc.",Noto Anthony,CEO,P - Purchase,6.92,28900.0,8062269,0%,199933.0,,,,,2024-05-24,6.869999885559082,-0.014556027117667125,-0.05967974588674152,0.11644835575856183,1.2707424514316705
M,2024-05-23 11:34:50,2024-05-21,BKTI,Bk Technologies Corp,Suzuki John M,"CEO, Pres",P - Purchase,14.08,8069.0,31850,+34%,113649.0,,,,,2024-05-24,13.510000228881836,-0.015544044011045366,-0.05773506094974101,0.5825313692489946,1.4463359494551211
,2024-05-22 20:36:41,2024-05-20,SOC,Sable Offshore Corp.,Flores James C,"COB, CEO, 10%",P - Purchase,13.74,100000.0,10588750,+1%,1374150.0,,,,,2024-05-23,13.729999542236328,0.1209031942047718,0.03714495600039669,0.12818647396656568,0.6766206282053668
,2024-05-22 16:30:13,2024-05-20,SOC,Sable Offshore Corp.,Flores James Caldwell,"COB, CEO, 10%",P - Purchase,13.74,100000.0,10588750,+1%,1374150.0,,,,,2024-05-23,13.729999542236328,0.1209031942047718,0.03714495600039669,0.12818647396656568,0.6766206282053668
,2024-05-22 15:16:41,2024-05-21,GL,Globe Life Inc.,Svoboda Frank M,"Co-COB, CEO",P - Purchase,82.27,2500.0,161323,+2%,205684.0,,,,,2024-05-23,83.36577753652914,-0.024861554154744447,-0.016024662594359307,0.1916390859760524,0.2909035703943368
,2024-05-22 15:05:00,2024-05-21,MGLD,"Marygold Companies, Inc.",Nicholas & Melinda Gerber Living Trust,"CEO, 10%",P - Purchase,1.35,80000.0,18418766,0%,107760.0,,,,,2024-05-23,1.4500000476837158,-0.02758626189441482,-0.19862075678658464,0.14482752553915068,0.0689654492027858
M,2024-05-21 16:13:38,2024-05-20,IMNM,Immunome Inc.,Siegall Clay B,"Pres, CEO",P - Purchase,13.88,100000.0,419636,+31%,1388072.0,,,,,2024-05-22,14.899999618530273,-0.01275165001662204,-0.198657725767039,-0.021476490135359017,-0.373825492444787
,2024-05-21 15:03:21,2024-05-20,GL,Globe Life Inc.,Svoboda Frank M,"Co-COB, CEO",P - Purchase,86.31,2500.0,158821,+2%,215764.0,,,,,2024-05-22,81.85307632254634,-0.012720749142927756,0.004320170358665942,0.19091435211070773,0.3119858227492578
M,2024-05-20 20:22:28,2024-05-16,ALTI,"Alti Global, Inc.",Tiedemann Michael,CEO,P - Purchase,4.61,100000.0,532369,+23%,461200.0,,,,,2024-05-21,4.610000133514404,0.09978308564522642,0.1496746284678394,-0.10629072315921473,-0.13665945687525205
,2024-05-20 19:27:24,2024-05-20,NKLA,Nikola Corp,Girsky Stephen J,CEO,P - Purchase,0.54,1000000.0,7243005,+16%,540000.0,,,,,2024-05-21,,,,,
,2024-05-20 16:59:44,2024-05-17,LMB,"Limbach Holdings, Inc.",McCann Michael M,CEO,P - Purchase,47.77,2099.0,132800,+2%,100271.0,,,,,2024-05-21,49.58000183105469,0.16256549537973863,0.09035900316224388,0.25433635195543625,1.0052439390325536
,2024-05-20 16:35:01,2024-05-17,MDRR,"Medalist Diversified Reit, Inc.",Kavanaugh Frank,"CEO, Pres, 10%",P - Purchase,5.64,41600.0,315092,+15%,234641.0,,,,,2024-05-21,10.808128356933594,0.04255332853795912,0.02127653191382728,0.0944676958132713,0.10566044162149524
,2024-05-20 16:30:11,2024-05-17,TMCI,"Treace Medical Concepts, Inc.",Treace John T.,"CEO, 10%",P - Purchase,5.56,100000.0,11667224,+1%,556170.0,,,,,2024-05-21,5.400000095367432,-0.02222220063700142,0.0999999911696825,0.19444438802852648,0.4370370540435746
,2024-05-20 14:27:31,2024-05-16,GL,Globe Life Inc.,Darden James Matthew,"Co-COB, CEO",P - Purchase,84.82,2000.0,39482,+5%,169646.0,,,,,2024-05-21,82.99250181795675,-0.02509168679442675,-0.0169250150213629,0.15770829880529091,0.30063585645860647
M,2024-05-20 12:14:02,2024-05-16,ACTG,Acacia Research Corp,McNulty Martin D. Jr.,CEO,P - Purchase,5.29,18962.0,198127,+11%,100303.0,,,,,2024-05-21,5.510000228881836,0.0018148369563149025,-0.09255902136057303,-0.13974599378917463,-0.19782216103629602
,2024-05-20 07:28:43,2024-05-17,LODE,Comstock Inc.,Degasperis Corrado,"Exec COB, CEO",P - Purchase,0.4,1250000.0,1358180,>999%,500000.0,,,,,2024-05-21,2.9000000953674316,-0.1379310628321726,-0.4137931062832173,-0.3793103816818243,0.2758620434510446
,2024-05-17 17:31:27,2024-05-17,OPK,"Opko Health, Inc.",Frost Phillip Md Et Al,"CEO, COB, 10%",P - Purchase,1.29,163997.0,244328350,0%,211195.0,,,,,2024-05-20,1.3300000429153442,0.02255636873816247,-0.06766919584552955,0.1879699187467716,0.23308265622309676
D,2024-05-16 16:49:44,2024-05-16,NEPH,Nephros Inc,Banks Robert R. Jr.,"Pres, CEO",P - Purchase,2.24,50000.0,70000,+250%,112050.0,,,,,2024-05-17,2.390000104904175,-0.08368202464649455,-0.13807537558156924,-0.2384937353276565,-0.3472803873194441
,2024-05-16 16:37:27,2024-05-15,OUST,"Ouster, Inc.",Pacala Charles Angus,"Pres, CEO",P - Purchase,12.33,16000.0,716859,+2%,197283.0,,,,,2024-05-17,12.960000038146973,-0.11265432359950245,-0.17592590480402392,-0.3942901325982584,-0.3487654663934664
,2024-05-16 06:34:15,2024-05-13,IHT,Innsuites Hospitality Trust,Wirth James F,"Pres, CEO , COB, 10%",P - Purchase,528.96,400.0,6251996,0%,211584.0,,,,,2024-05-17,1.2704570691756136,0.007692300638503458,0.38461544225283206,0.2145543837159225,0.5704109697703919
A,2024-05-15 19:27:19,2024-05-07,TRUP,"Trupanion, Inc.",Rawlings Darryl,CEO,P - Purchase,24.14,20700.0,614842,+3%,499663.0,,,,,2024-05-16,32.347999572753906,-0.12946703909534074,-0.18387535652230924,0.31445533013971727,0.614937627316761
,2024-05-15 16:07:17,2024-05-14,HQI,"Hirequest, Inc.",Hermanns Richard,"Pres, CEO, 10%",P - Purchase,12.07,10000.0,3049329,0%,120720.0,,,,,2024-05-16,12.037558279897114,0.011110918601629383,0.012599158294193114,0.06522247403933523,0.14973872282242318
,2024-05-15 10:03:31,2024-05-15,NEWT,"Newtekone, Inc.",Sloane Barry,"COB, CEO",P - Purchase,14.17,10000.0,1130674,+1%,141716.0,,,,,2024-05-16,12.234110490291975,-0.06250007611058517,-0.07327593730471638,-0.06670278436105637,0.04894395410178398
,2024-05-15 07:08:16,2024-05-13,BCRX,Biocryst Pharmaceuticals Inc,Stonehouse Jon P,"Pres, CEO",P - Purchase,5.55,30000.0,1167770,+3%,166500.0,,,,,2024-05-16,6.400000095367432,-0.010937526659108299,-0.025000050291418274,0.1937499613501137,0.16406245285179533
,2024-05-14 18:19:20,2024-05-14,TMCI,"Treace Medical Concepts, Inc.",Treace John T.,"CEO, 10%",P - Purchase,5.12,150000.0,11567224,+1%,767805.0,,,,,2024-05-15,5.769999980926514,-0.07625650930241534,0.048526899607266305,0.03639515404526095,0.3726170021619648
,2024-05-14 17:43:05,2024-05-14,TLS,Telos Corp,Wood John B,"COB, CEO",P - Purchase,3.11,50000.0,5805673,+1%,155500.0,,,,,2024-05-15,3.430000066757202,0.18367342966787592,0.21282792024697117,-0.19241984635139298,0.08163264313125462
,2024-05-14 17:18:29,2024-05-13,EVGO,Evgo Inc.,Khan Badar,"CEO, Dir",P - Purchase,2.01,125000.0,143874,+662%,250750.0,,,,,2024-05-15,2.4000000953674316,-0.07083336230781223,-0.15000004967053537,0.5416666252745539,1.1666665010982156
,2024-05-14 17:11:41,2024-05-14,AKAM,Akamai Technologies Inc,Leighton F Thomson,CEO,P - Purchase,92.68,22000.0,2520543,+1%,2038960.0,,,,,2024-05-15,94.83999633789062,0.004744881853785188,-0.060628429165203945,0.06347537436645623,-0.0642133759283744
,2024-05-14 17:00:13,2024-05-14,FOUR,"Shift4 Payments, Inc.",Isaacman Jared,"COB, CEO, 10%",P - Purchase,67.09,85916.0,582827,+17%,5764465.0,,,,,2024-05-15,69.19999694824219,-0.03757223394194298,0.0075145129392111265,0.1830925774146539,0.46488449735628246
,2024-05-14 08:01:46,2024-05-13,EYE,"National Vision Holdings, Inc.",Fahs L Reade,CEO,P - Purchase,14.96,20000.0,996527,+2%,299200.0,,,,,2024-05-15,15.614999771118164,-0.016330459057231073,-0.13992952276463078,-0.2923470795578762,-0.2910662915730856
M,2024-05-13 18:07:34,2024-05-10,TMCI,"Treace Medical Concepts, Inc.",Treace John T.,"CEO, 10%",P - Purchase,4.57,300000.0,11417224,+3%,1370370.0,,,,,2024-05-14,5.090000152587891,-0.023575708997813805,0.17878189000631783,0.0746561151693792,0.5795677251139726
,2024-05-09 18:40:58,2024-05-07,TRUP,"Trupanion, Inc.",Rawlings Darryl,CEO,P - Purchase,24.14,20700.0,614842,+3%,499663.0,,,,,2024-05-10,26.59000015258789,0.13726963511036439,0.06882286247478442,0.46370808370068395,0.8988342004034484
,2024-05-09 17:10:51,2024-05-07,IHT,Innsuites Hospitality Trust,Wirth James F,"Pres, CEO, 10%",P - Purchase,400.81,300.0,6251596,0%,120243.0,,,,,2024-05-10,1.299775480057163,-0.0150376386135469,0.20300758400876084,0.18715826415056158,0.4744959501216752
,2024-05-09 17:04:23,2024-05-07,ERII,"Energy Recovery, Inc.",Moon David W,"Pres, CEO",P - Purchase,13.46,10500.0,120620,+10%,141288.0,,,,,2024-05-10,14.239999771118164,-0.03721908296980081,-0.04213479195500691,0.16573038260423,0.38412917143782876
,2024-05-09 16:57:19,2024-05-08,SABR,Sabre Corp,Ekert Kurt Joseph,"CEO, Pres",P - Purchase,2.57,65000.0,1155909,+6%,167050.0,,,,,2024-05-10,2.950000047683716,0.03389827220887209,-0.016949136104436047,-0.04745766191227696,0.2203389309973809
,2024-05-09 16:22:12,2024-05-08,PPG,Ppg Industries Inc,Knavish Timothy M,"COB, CEO",P - Purchase,133.24,2061.0,41002,+5%,274615.0,,,,,2024-05-10,129.05847731207626,-0.008554572153731566,-0.04446901394726577,-0.12183574700988786,-0.0690271932250246
D,2024-05-08 11:05:13,2024-05-07,SRI,Stoneridge Inc,Zizelman James,"Pres, CEO",P - Purchase,15.72,6500.0,20087,+48%,102180.0,,,,,2024-05-09,15.859999656677246,0.02963431760422086,-0.037200454709037656,-0.12042874456229746,-0.5315258518804251
,2024-05-08 10:55:00,2024-05-07,SHEN,Shenandoah Telecommunications Co/va/,French Christopher E,"Pres, CEO",P - Purchase,14.66,16000.0,1886893,+1%,234490.0,,,,,2024-05-09,16.086492848894913,0.11002439772690953,-0.005501234221196083,-0.06662593669485839,-0.20653449409506808
,2024-05-07 17:19:50,2024-05-07,WSC,Willscot Mobile Mini Holdings Corp.,Soultz Bradley Lee,CEO,P - Purchase,38.44,5000.0,688372,+1%,192200.0,,,,,2024-05-08,38.87818919970509,0.011122202189908226,-0.03185048011945346,-0.14130442284017775,0.006066707940820315
